Taxa,Metabolite,Potential Score
Kerstersia,Serotonin,2.144832e-05
Kerstersia,L-Formylkynurenine,1.833545e-05
Kerstersia,L-Kynurenine,1.903914e-05
Kerstersia,3-Hydroxyanthranilate,1.993552e-05
Kerstersia,Anthranilate,3.205807e-05
Kerstersia,Indole-3-acetaldehyde,7.423324e-01
Kerstersia,Melatonin,1.126046e-05
Kerstersia,5-Hydroxykynurenamine,2.126944e-05
Kerstersia,Indole-3-acetate,7.848839e-02
Kerstersia,Tryptamine,2.186001e-05
Ketogulonicigenium,Serotonin,2.601046e-05
Ketogulonicigenium,L-Formylkynurenine,1.946982e-05
Ketogulonicigenium,L-Kynurenine,2.010488e-05
Ketogulonicigenium,3-Hydroxyanthranilate,2.120981e-05
Ketogulonicigenium,Anthranilate,3.211656e-05
Ketogulonicigenium,Indole-3-acetaldehyde,1.131025e-01
Ketogulonicigenium,Melatonin,1.128652e-05
Ketogulonicigenium,5-Hydroxykynurenamine,2.571198e-05
Ketogulonicigenium,Indole-3-acetate,7.893972e-02
Ketogulonicigenium,Tryptamine,2.702662e-05
Kibdelosporangium,Serotonin,2.601046e-05
Kibdelosporangium,L-Formylkynurenine,1.946982e-05
Kibdelosporangium,L-Kynurenine,2.010488e-05
Kibdelosporangium,3-Hydroxyanthranilate,2.120981e-05
Kibdelosporangium,Anthranilate,3.211656e-05
Kibdelosporangium,Indole-3-acetaldehyde,4.231308e-01
Kibdelosporangium,Melatonin,1.128652e-05
Kibdelosporangium,5-Hydroxykynurenamine,2.571198e-05
Kibdelosporangium,Indole-3-acetate,7.893972e-02
Kibdelosporangium,Tryptamine,2.702662e-05
Kiloniella,Serotonin,2.601046e-05
Kiloniella,L-Formylkynurenine,1.946982e-05
Kiloniella,L-Kynurenine,2.010488e-05
Kiloniella,3-Hydroxyanthranilate,2.120981e-05
Kiloniella,Anthranilate,3.211656e-05
Kiloniella,Indole-3-acetaldehyde,1.131025e-01
Kiloniella,Melatonin,1.128652e-05
Kiloniella,5-Hydroxykynurenamine,2.571198e-05
Kiloniella,Indole-3-acetate,7.893972e-02
Kiloniella,Tryptamine,2.702662e-05
Kineococcus,Serotonin,2.144832e-05
Kineococcus,L-Formylkynurenine,1.833545e-05
Kineococcus,L-Kynurenine,1.903914e-05
Kineococcus,3-Hydroxyanthranilate,1.993552e-05
Kineococcus,Anthranilate,3.205807e-05
Kineococcus,Indole-3-acetaldehyde,7.423324e-01
Kineococcus,Melatonin,1.126046e-05
Kineococcus,5-Hydroxykynurenamine,2.126944e-05
Kineococcus,Indole-3-acetate,7.848839e-02
Kineococcus,Tryptamine,2.186001e-05
Kineosphaera,Serotonin,2.601235e-05
Kineosphaera,L-Formylkynurenine,1.947033e-05
Kineosphaera,L-Kynurenine,2.010548e-05
Kineosphaera,3-Hydroxyanthranilate,2.121060e-05
Kineosphaera,Anthranilate,3.211952e-05
Kineosphaera,Indole-3-acetaldehyde,1.559063e-01
Kineosphaera,Melatonin,1.128614e-05
Kineosphaera,5-Hydroxykynurenamine,2.571379e-05
Kineosphaera,Indole-3-acetate,1.004830e-01
Kineosphaera,Tryptamine,2.702877e-05
Kingella,Serotonin,2.808263e-04
Kingella,L-Formylkynurenine,1.744067e-05
Kingella,L-Kynurenine,1.818280e-05
Kingella,3-Hydroxyanthranilate,1.893618e-05
Kingella,Anthranilate,3.199145e-05
Kingella,Indole-3-acetaldehyde,9.737341e-02
Kingella,Melatonin,1.123583e-05
Kingella,5-Hydroxykynurenamine,2.835132e-04
Kingella,Indole-3-acetate,4.865459e-02
Kingella,Tryptamine,2.584100e-04
Kiritimatiella,Serotonin,2.601235e-05
Kiritimatiella,L-Formylkynurenine,1.947033e-05
Kiritimatiella,L-Kynurenine,2.010548e-05
Kiritimatiella,3-Hydroxyanthranilate,2.121060e-05
Kiritimatiella,Anthranilate,3.211952e-05
Kiritimatiella,Indole-3-acetaldehyde,7.048002e-01
Kiritimatiella,Melatonin,1.128614e-05
Kiritimatiella,5-Hydroxykynurenamine,2.571379e-05
Kiritimatiella,Indole-3-acetate,6.759327e-01
Kiritimatiella,Tryptamine,2.702877e-05
Kitasatospora,Serotonin,2.600292e-05
Kitasatospora,L-Formylkynurenine,1.946780e-05
Kitasatospora,L-Kynurenine,2.010249e-05
Kitasatospora,3-Hydroxyanthranilate,2.120667e-05
Kitasatospora,Anthranilate,3.210477e-05
Kitasatospora,Indole-3-acetaldehyde,6.140193e-01
Kitasatospora,Melatonin,1.128805e-05
Kitasatospora,5-Hydroxykynurenamine,2.570472e-05
Kitasatospora,Indole-3-acetate,6.045399e-01
Kitasatospora,Tryptamine,2.701804e-05
Klebsiella,Serotonin,6.248408e-04
Klebsiella,L-Formylkynurenine,1.453995e-05
Klebsiella,L-Kynurenine,1.534305e-05
Klebsiella,3-Hydroxyanthranilate,1.572170e-05
Klebsiella,Anthranilate,3.168501e-05
Klebsiella,Indole-3-acetaldehyde,4.590326e-01
Klebsiella,Melatonin,1.111445e-05
Klebsiella,5-Hydroxykynurenamine,3.513799e-04
Klebsiella,Indole-3-acetate,2.204294e-02
Klebsiella,Tryptamine,3.179312e-04
Klenkia,Serotonin,2.601046e-05
Klenkia,L-Formylkynurenine,1.946982e-05
Klenkia,L-Kynurenine,2.010488e-05
Klenkia,3-Hydroxyanthranilate,2.120981e-05
Klenkia,Anthranilate,3.211656e-05
Klenkia,Indole-3-acetaldehyde,8.322840e-01
Klenkia,Melatonin,1.128652e-05
Klenkia,5-Hydroxykynurenamine,2.571198e-05
Klenkia,Indole-3-acetate,7.893972e-02
Klenkia,Tryptamine,2.702662e-05
Kluyvera,Serotonin,2.809978e-04
Kluyvera,L-Formylkynurenine,1.744075e-05
Kluyvera,L-Kynurenine,1.818294e-05
Kluyvera,3-Hydroxyanthranilate,1.893639e-05
Kluyvera,Anthranilate,3.199432e-05
Kluyvera,Indole-3-acetaldehyde,8.629098e-01
Kluyvera,Melatonin,1.123544e-05
Kluyvera,5-Hydroxykynurenamine,2.836886e-04
Kluyvera,Indole-3-acetate,2.521990e-01
Kluyvera,Tryptamine,2.585519e-04
Knoellia,Serotonin,2.600669e-05
Knoellia,L-Formylkynurenine,1.946881e-05
Knoellia,L-Kynurenine,2.010368e-05
Knoellia,3-Hydroxyanthranilate,2.120824e-05
Knoellia,Anthranilate,3.211066e-05
Knoellia,Indole-3-acetaldehyde,7.297632e-02
Knoellia,Melatonin,1.128729e-05
Knoellia,5-Hydroxykynurenamine,2.570835e-05
Knoellia,Indole-3-acetate,5.653503e-02
Knoellia,Tryptamine,2.702233e-05
Kocuria,Serotonin,1.702290e-05
Kocuria,L-Formylkynurenine,1.669636e-05
Kocuria,L-Kynurenine,1.746226e-05
Kocuria,3-Hydroxyanthranilate,1.810783e-05
Kocuria,Anthranilate,3.191992e-05
Kocuria,Indole-3-acetaldehyde,3.030101e-01
Kocuria,Melatonin,1.121225e-05
Kocuria,5-Hydroxykynurenamine,1.692833e-05
Kocuria,Indole-3-acetate,1.127393e-01
Kocuria,Tryptamine,1.706110e-05
Komagataeibacter,Serotonin,2.600857e-05
Komagataeibacter,L-Formylkynurenine,1.946932e-05
Komagataeibacter,L-Kynurenine,2.010428e-05
Komagataeibacter,3-Hydroxyanthranilate,2.120902e-05
Komagataeibacter,Anthranilate,3.211361e-05
Komagataeibacter,Indole-3-acetaldehyde,8.867495e-01
Komagataeibacter,Melatonin,1.128690e-05
Komagataeibacter,5-Hydroxykynurenamine,2.571016e-05
Komagataeibacter,Indole-3-acetate,6.575016e-02
Komagataeibacter,Tryptamine,2.702447e-05
Kordia,Serotonin,2.601046e-05
Kordia,L-Formylkynurenine,1.946982e-05
Kordia,L-Kynurenine,2.010488e-05
Kordia,3-Hydroxyanthranilate,2.120981e-05
Kordia,Anthranilate,3.211656e-05
Kordia,Indole-3-acetaldehyde,8.322840e-01
Kordia,Melatonin,1.128652e-05
Kordia,5-Hydroxykynurenamine,2.571198e-05
Kordia,Indole-3-acetate,8.331987e-01
Kordia,Tryptamine,2.702662e-05
Kordiimonas,Serotonin,2.601046e-05
Kordiimonas,L-Formylkynurenine,1.946982e-05
Kordiimonas,L-Kynurenine,2.010488e-05
Kordiimonas,3-Hydroxyanthranilate,2.120981e-05
Kordiimonas,Anthranilate,3.211656e-05
Kordiimonas,Indole-3-acetaldehyde,4.231308e-01
Kordiimonas,Melatonin,1.128652e-05
Kordiimonas,5-Hydroxykynurenamine,2.571198e-05
Kordiimonas,Indole-3-acetate,7.893972e-02
Kordiimonas,Tryptamine,2.702662e-05
Kosakonia,Serotonin,2.144784e-05
Kosakonia,L-Formylkynurenine,1.833523e-05
Kosakonia,L-Kynurenine,1.903883e-05
Kosakonia,3-Hydroxyanthranilate,1.993511e-05
Kosakonia,Anthranilate,3.205516e-05
Kosakonia,Indole-3-acetaldehyde,4.436974e-01
Kosakonia,Melatonin,1.126084e-05
Kosakonia,5-Hydroxykynurenamine,2.126898e-05
Kosakonia,Indole-3-acetate,6.519629e-02
Kosakonia,Tryptamine,2.185949e-05
Kosmotoga,Serotonin,2.144736e-05
Kosmotoga,L-Formylkynurenine,1.833501e-05
Kosmotoga,L-Kynurenine,1.903853e-05
Kosmotoga,3-Hydroxyanthranilate,1.993470e-05
Kosmotoga,Anthranilate,3.205224e-05
Kosmotoga,Indole-3-acetaldehyde,9.294518e-02
Kosmotoga,Melatonin,1.126122e-05
Kosmotoga,5-Hydroxykynurenamine,2.126851e-05
Kosmotoga,Indole-3-acetate,5.600168e-02
Kosmotoga,Tryptamine,2.185898e-05
Kozakia,Serotonin,2.601235e-05
Kozakia,L-Formylkynurenine,1.947033e-05
Kozakia,L-Kynurenine,2.010548e-05
Kozakia,3-Hydroxyanthranilate,2.121060e-05
Kozakia,Anthranilate,3.211952e-05
Kozakia,Indole-3-acetaldehyde,7.048002e-01
Kozakia,Melatonin,1.128614e-05
Kozakia,5-Hydroxykynurenamine,2.571379e-05
Kozakia,Indole-3-acetate,1.004830e-01
Kozakia,Tryptamine,2.702877e-05
Krasilnikoviella,Serotonin,2.601235e-05
Krasilnikoviella,L-Formylkynurenine,1.947033e-05
Krasilnikoviella,L-Kynurenine,2.010548e-05
Krasilnikoviella,3-Hydroxyanthranilate,2.121060e-05
Krasilnikoviella,Anthranilate,3.211952e-05
Krasilnikoviella,Indole-3-acetaldehyde,1.559063e-01
Krasilnikoviella,Melatonin,1.128614e-05
Krasilnikoviella,5-Hydroxykynurenamine,2.571379e-05
Krasilnikoviella,Indole-3-acetate,1.004830e-01
Krasilnikoviella,Tryptamine,2.702877e-05
Kribbella,Serotonin,2.144784e-05
Kribbella,L-Formylkynurenine,1.833523e-05
Kribbella,L-Kynurenine,1.903883e-05
Kribbella,3-Hydroxyanthranilate,1.993511e-05
Kribbella,Anthranilate,3.205516e-05
Kribbella,Indole-3-acetaldehyde,1.196129e-01
Kribbella,Melatonin,1.126084e-05
Kribbella,5-Hydroxykynurenamine,2.126898e-05
Kribbella,Indole-3-acetate,6.519629e-02
Kribbella,Tryptamine,2.185949e-05
Kribbia,Serotonin,2.601235e-05
Kribbia,L-Formylkynurenine,1.947033e-05
Kribbia,L-Kynurenine,2.010548e-05
Kribbia,3-Hydroxyanthranilate,2.121060e-05
Kribbia,Anthranilate,3.211952e-05
Kribbia,Indole-3-acetaldehyde,1.559063e-01
Kribbia,Melatonin,1.128614e-05
Kribbia,5-Hydroxykynurenamine,2.571379e-05
Kribbia,Indole-3-acetate,1.004830e-01
Kribbia,Tryptamine,2.702877e-05
Kriegella,Serotonin,2.601235e-05
Kriegella,L-Formylkynurenine,1.947033e-05
Kriegella,L-Kynurenine,2.010548e-05
Kriegella,3-Hydroxyanthranilate,2.121060e-05
Kriegella,Anthranilate,3.211952e-05
Kriegella,Indole-3-acetaldehyde,7.048002e-01
Kriegella,Melatonin,1.128614e-05
Kriegella,5-Hydroxykynurenamine,2.571379e-05
Kriegella,Indole-3-acetate,6.759327e-01
Kriegella,Tryptamine,2.702877e-05
Kroppenstedtia,Serotonin,2.601235e-05
Kroppenstedtia,L-Formylkynurenine,1.947033e-05
Kroppenstedtia,L-Kynurenine,2.010548e-05
Kroppenstedtia,3-Hydroxyanthranilate,2.121060e-05
Kroppenstedtia,Anthranilate,3.211952e-05
Kroppenstedtia,Indole-3-acetaldehyde,7.048002e-01
Kroppenstedtia,Melatonin,1.128614e-05
Kroppenstedtia,5-Hydroxykynurenamine,2.571379e-05
Kroppenstedtia,Indole-3-acetate,6.759327e-01
Kroppenstedtia,Tryptamine,2.702877e-05
Ktedonobacter,Serotonin,2.601235e-05
Ktedonobacter,L-Formylkynurenine,1.947033e-05
Ktedonobacter,L-Kynurenine,2.010548e-05
Ktedonobacter,3-Hydroxyanthranilate,2.121060e-05
Ktedonobacter,Anthranilate,3.211952e-05
Ktedonobacter,Indole-3-acetaldehyde,7.048002e-01
Ktedonobacter,Melatonin,1.128614e-05
Ktedonobacter,5-Hydroxykynurenamine,2.571379e-05
Ktedonobacter,Indole-3-acetate,6.759327e-01
Ktedonobacter,Tryptamine,2.702877e-05
Kurthia,Serotonin,1.885370e-05
Kurthia,L-Formylkynurenine,1.744067e-05
Kurthia,L-Kynurenine,1.818280e-05
Kurthia,3-Hydroxyanthranilate,1.893618e-05
Kurthia,Anthranilate,3.199145e-05
Kurthia,Indole-3-acetaldehyde,3.438179e-01
Kurthia,Melatonin,1.123583e-05
Kurthia,5-Hydroxykynurenamine,1.872708e-05
Kurthia,Indole-3-acetate,2.021699e-01
Kurthia,Tryptamine,1.902815e-05
Kushneria,Serotonin,2.600857e-05
Kushneria,L-Formylkynurenine,1.946932e-05
Kushneria,L-Kynurenine,2.010428e-05
Kushneria,3-Hydroxyanthranilate,2.120902e-05
Kushneria,Anthranilate,3.211361e-05
Kushneria,Indole-3-acetaldehyde,3.185612e-01
Kushneria,Melatonin,1.128690e-05
Kushneria,5-Hydroxykynurenamine,2.571016e-05
Kushneria,Indole-3-acetate,6.575016e-02
Kushneria,Tryptamine,2.702447e-05
Kutzneria,Serotonin,2.601235e-05
Kutzneria,L-Formylkynurenine,1.947033e-05
Kutzneria,L-Kynurenine,2.010548e-05
Kutzneria,3-Hydroxyanthranilate,2.121060e-05
Kutzneria,Anthranilate,3.211952e-05
Kutzneria,Indole-3-acetaldehyde,1.559063e-01
Kutzneria,Melatonin,1.128614e-05
Kutzneria,5-Hydroxykynurenamine,2.571379e-05
Kutzneria,Indole-3-acetate,6.759327e-01
Kutzneria,Tryptamine,2.702877e-05
Kyrpidia,Serotonin,2.144832e-05
Kyrpidia,L-Formylkynurenine,1.833545e-05
Kyrpidia,L-Kynurenine,1.903914e-05
Kyrpidia,3-Hydroxyanthranilate,1.993552e-05
Kyrpidia,Anthranilate,3.205807e-05
Kyrpidia,Indole-3-acetaldehyde,7.423324e-01
Kyrpidia,Melatonin,1.126046e-05
Kyrpidia,5-Hydroxykynurenamine,2.126944e-05
Kyrpidia,Indole-3-acetate,7.848839e-02
Kyrpidia,Tryptamine,2.186001e-05
Kytococcus,Serotonin,2.144784e-05
Kytococcus,L-Formylkynurenine,4.643813e-03
Kytococcus,L-Kynurenine,1.903883e-05
Kytococcus,3-Hydroxyanthranilate,4.845625e-03
Kytococcus,Anthranilate,3.205516e-05
Kytococcus,Indole-3-acetaldehyde,1.196129e-01
Kytococcus,Melatonin,1.126084e-05
Kytococcus,5-Hydroxykynurenamine,2.126898e-05
Kytococcus,Indole-3-acetate,6.519629e-02
Kytococcus,Tryptamine,2.185949e-05
Labilibacter,Serotonin,2.601235e-05
Labilibacter,L-Formylkynurenine,1.947033e-05
Labilibacter,L-Kynurenine,2.010548e-05
Labilibacter,3-Hydroxyanthranilate,2.121060e-05
Labilibacter,Anthranilate,3.211952e-05
Labilibacter,Indole-3-acetaldehyde,1.559063e-01
Labilibacter,Melatonin,1.128614e-05
Labilibacter,5-Hydroxykynurenamine,2.571379e-05
Labilibacter,Indole-3-acetate,1.004830e-01
Labilibacter,Tryptamine,2.702877e-05
Labrenzia,Serotonin,2.600480e-05
Labrenzia,L-Formylkynurenine,1.946830e-05
Labrenzia,L-Kynurenine,2.010309e-05
Labrenzia,3-Hydroxyanthranilate,2.120746e-05
Labrenzia,Anthranilate,3.210771e-05
Labrenzia,Indole-3-acetaldehyde,2.191354e-01
Labrenzia,Melatonin,1.128767e-05
Labrenzia,5-Hydroxykynurenamine,2.570653e-05
Labrenzia,Indole-3-acetate,4.963473e-02
Labrenzia,Tryptamine,2.702018e-05
Lachnoanaerobaculum,Serotonin,1.885386e-05
Lachnoanaerobaculum,L-Formylkynurenine,1.744075e-05
Lachnoanaerobaculum,L-Kynurenine,1.818294e-05
Lachnoanaerobaculum,3-Hydroxyanthranilate,1.893639e-05
Lachnoanaerobaculum,Anthranilate,3.199432e-05
Lachnoanaerobaculum,Indole-3-acetaldehyde,4.651600e-01
Lachnoanaerobaculum,Melatonin,1.123544e-05
Lachnoanaerobaculum,5-Hydroxykynurenamine,1.872723e-05
Lachnoanaerobaculum,Indole-3-acetate,5.544966e-02
Lachnoanaerobaculum,Tryptamine,1.902832e-05
Lachnobacterium,Serotonin,2.144832e-05
Lachnobacterium,L-Formylkynurenine,1.833545e-05
Lachnobacterium,L-Kynurenine,1.903914e-05
Lachnobacterium,3-Hydroxyanthranilate,1.993552e-05
Lachnobacterium,Anthranilate,3.205807e-05
Lachnobacterium,Indole-3-acetaldehyde,7.423324e-01
Lachnobacterium,Melatonin,1.126046e-05
Lachnobacterium,5-Hydroxykynurenamine,2.126944e-05
Lachnobacterium,Indole-3-acetate,7.848839e-02
Lachnobacterium,Tryptamine,2.186001e-05
Lachnoclostridium,Serotonin,1.271102e-05
Lachnoclostridium,L-Formylkynurenine,1.454074e-05
Lachnoclostridium,L-Kynurenine,1.534366e-05
Lachnoclostridium,3-Hydroxyanthranilate,1.910274e-04
Lachnoclostridium,Anthranilate,3.167166e-05
Lachnoclostridium,Indole-3-acetaldehyde,1.990258e-01
Lachnoclostridium,Melatonin,1.111639e-05
Lachnoclostridium,5-Hydroxykynurenamine,1.267804e-05
Lachnoclostridium,Indole-3-acetate,8.393959e-01
Lachnoclostridium,Tryptamine,1.251575e-05
Lachnospira,Serotonin,1.885386e-05
Lachnospira,L-Formylkynurenine,1.744075e-05
Lachnospira,L-Kynurenine,1.818294e-05
Lachnospira,3-Hydroxyanthranilate,1.893639e-05
Lachnospira,Anthranilate,3.199432e-05
Lachnospira,Indole-3-acetaldehyde,1.268405e-01
Lachnospira,Melatonin,1.123544e-05
Lachnospira,5-Hydroxykynurenamine,1.872723e-05
Lachnospira,Indole-3-acetate,2.521990e-01
Lachnospira,Tryptamine,1.902832e-05
Lacimicrobium,Serotonin,2.601235e-05
Lacimicrobium,L-Formylkynurenine,1.947033e-05
Lacimicrobium,L-Kynurenine,2.010548e-05
Lacimicrobium,3-Hydroxyanthranilate,2.121060e-05
Lacimicrobium,Anthranilate,3.211952e-05
Lacimicrobium,Indole-3-acetaldehyde,7.048002e-01
Lacimicrobium,Melatonin,1.128614e-05
Lacimicrobium,5-Hydroxykynurenamine,2.571379e-05
Lacimicrobium,Indole-3-acetate,6.759327e-01
Lacimicrobium,Tryptamine,2.702877e-05
Lacinutrix,Serotonin,2.600857e-05
Lacinutrix,L-Formylkynurenine,1.946932e-05
Lacinutrix,L-Kynurenine,2.010428e-05
Lacinutrix,3-Hydroxyanthranilate,2.120902e-05
Lacinutrix,Anthranilate,3.211361e-05
Lacinutrix,Indole-3-acetaldehyde,8.867495e-01
Lacinutrix,Melatonin,1.128690e-05
Lacinutrix,5-Hydroxykynurenamine,2.571016e-05
Lacinutrix,Indole-3-acetate,8.915364e-01
Lacinutrix,Tryptamine,2.702447e-05
Lacrimispora,Serotonin,2.144639e-05
Lacrimispora,L-Formylkynurenine,1.833457e-05
Lacrimispora,L-Kynurenine,1.903791e-05
Lacrimispora,3-Hydroxyanthranilate,1.993388e-05
Lacrimispora,Anthranilate,3.204643e-05
Lacrimispora,Indole-3-acetaldehyde,2.252197e-01
Lacrimispora,Melatonin,1.126199e-05
Lacrimispora,5-Hydroxykynurenamine,2.126759e-05
Lacrimispora,Indole-3-acetate,4.941566e-01
Lacrimispora,Tryptamine,2.185795e-05
Lacticaseibacillus,Serotonin,1.885309e-05
Lacticaseibacillus,L-Formylkynurenine,1.744037e-05
Lacticaseibacillus,L-Kynurenine,1.818220e-05
Lacticaseibacillus,3-Hydroxyanthranilate,1.893531e-05
Lacticaseibacillus,Anthranilate,3.197999e-05
Lacticaseibacillus,Indole-3-acetaldehyde,4.210036e-01
Lacticaseibacillus,Melatonin,1.123736e-05
Lacticaseibacillus,5-Hydroxykynurenamine,1.872650e-05
Lacticaseibacillus,Indole-3-acetate,3.264929e-02
Lacticaseibacillus,Tryptamine,1.902749e-05
Lacticigenium,Serotonin,2.601235e-05
Lacticigenium,L-Formylkynurenine,1.947033e-05
Lacticigenium,L-Kynurenine,2.010548e-05
Lacticigenium,3-Hydroxyanthranilate,2.121060e-05
Lacticigenium,Anthranilate,3.211952e-05
Lacticigenium,Indole-3-acetaldehyde,7.048002e-01
Lacticigenium,Melatonin,1.128614e-05
Lacticigenium,5-Hydroxykynurenamine,2.571379e-05
Lacticigenium,Indole-3-acetate,1.004830e-01
Lacticigenium,Tryptamine,2.702877e-05
Lactiplantibacillus,Serotonin,2.600857e-05
Lactiplantibacillus,L-Formylkynurenine,1.946932e-05
Lactiplantibacillus,L-Kynurenine,2.010428e-05
Lactiplantibacillus,3-Hydroxyanthranilate,2.120902e-05
Lactiplantibacillus,Anthranilate,3.211361e-05
Lactiplantibacillus,Indole-3-acetaldehyde,3.185612e-01
Lactiplantibacillus,Melatonin,1.128690e-05
Lactiplantibacillus,5-Hydroxykynurenamine,2.571016e-05
Lactiplantibacillus,Indole-3-acetate,6.575016e-02
Lactiplantibacillus,Tryptamine,2.702447e-05
Lactobacillus,Serotonin,1.212180e-05
Lactobacillus,L-Formylkynurenine,6.679619e-06
Lactobacillus,L-Kynurenine,7.315040e-06
Lactobacillus,3-Hydroxyanthranilate,7.132315e-06
Lactobacillus,Anthranilate,2.909389e-05
Lactobacillus,Indole-3-acetaldehyde,4.978244e-01
Lactobacillus,Melatonin,1.013333e-05
Lactobacillus,5-Hydroxykynurenamine,1.220563e-05
Lactobacillus,Indole-3-acetate,2.231935e-01
Lactobacillus,Tryptamine,1.130219e-05
Lactococcus,Serotonin,1.664603e-04
Lactococcus,L-Formylkynurenine,1.669631e-05
Lactococcus,L-Kynurenine,1.746247e-05
Lactococcus,3-Hydroxyanthranilate,1.810823e-05
Lactococcus,Anthranilate,3.193123e-05
Lactococcus,Indole-3-acetaldehyde,3.574406e-01
Lactococcus,Melatonin,1.121071e-05
Lactococcus,5-Hydroxykynurenamine,1.692836e-05
Lactococcus,Indole-3-acetate,4.292026e-02
Lactococcus,Tryptamine,1.706118e-05
Lactonifactor,Serotonin,2.144832e-05
Lactonifactor,L-Formylkynurenine,1.833545e-05
Lactonifactor,L-Kynurenine,1.903914e-05
Lactonifactor,3-Hydroxyanthranilate,1.993552e-05
Lactonifactor,Anthranilate,3.205807e-05
Lactonifactor,Indole-3-acetaldehyde,7.423324e-01
Lactonifactor,Melatonin,1.126046e-05
Lactonifactor,5-Hydroxykynurenamine,2.126944e-05
Lactonifactor,Indole-3-acetate,5.231950e-01
Lactonifactor,Tryptamine,2.186001e-05
Lacunisphaera,Serotonin,2.601235e-05
Lacunisphaera,L-Formylkynurenine,1.947033e-05
Lacunisphaera,L-Kynurenine,2.010548e-05
Lacunisphaera,3-Hydroxyanthranilate,2.121060e-05
Lacunisphaera,Anthranilate,3.211952e-05
Lacunisphaera,Indole-3-acetaldehyde,7.048002e-01
Lacunisphaera,Melatonin,1.128614e-05
Lacunisphaera,5-Hydroxykynurenamine,2.571379e-05
Lacunisphaera,Indole-3-acetate,1.004830e-01
Lacunisphaera,Tryptamine,2.702877e-05
Lagierella,Serotonin,2.144832e-05
Lagierella,L-Formylkynurenine,1.833545e-05
Lagierella,L-Kynurenine,1.903914e-05
Lagierella,3-Hydroxyanthranilate,1.993552e-05
Lagierella,Anthranilate,3.205807e-05
Lagierella,Indole-3-acetaldehyde,1.686427e-01
Lagierella,Melatonin,1.126046e-05
Lagierella,5-Hydroxykynurenamine,2.126944e-05
Lagierella,Indole-3-acetate,7.848839e-02
Lagierella,Tryptamine,2.186001e-05
Lamprocystis,Serotonin,2.601235e-05
Lamprocystis,L-Formylkynurenine,1.947033e-05
Lamprocystis,L-Kynurenine,2.010548e-05
Lamprocystis,3-Hydroxyanthranilate,2.121060e-05
Lamprocystis,Anthranilate,3.211952e-05
Lamprocystis,Indole-3-acetaldehyde,7.048002e-01
Lamprocystis,Melatonin,1.128614e-05
Lamprocystis,5-Hydroxykynurenamine,2.571379e-05
Lamprocystis,Indole-3-acetate,6.759327e-01
Lamprocystis,Tryptamine,2.702877e-05
Lampropedia,Serotonin,2.601046e-05
Lampropedia,L-Formylkynurenine,1.946982e-05
Lampropedia,L-Kynurenine,2.010488e-05
Lampropedia,3-Hydroxyanthranilate,2.120981e-05
Lampropedia,Anthranilate,3.211656e-05
Lampropedia,Indole-3-acetaldehyde,4.231308e-01
Lampropedia,Melatonin,1.128652e-05
Lampropedia,5-Hydroxykynurenamine,2.571198e-05
Lampropedia,Indole-3-acetate,7.893972e-02
Lampropedia,Tryptamine,2.702662e-05
Laribacter,Serotonin,2.144832e-05
Laribacter,L-Formylkynurenine,1.833545e-05
Laribacter,L-Kynurenine,1.903914e-05
Laribacter,3-Hydroxyanthranilate,1.993552e-05
Laribacter,Anthranilate,3.205807e-05
Laribacter,Indole-3-acetaldehyde,1.686427e-01
Laribacter,Melatonin,1.126046e-05
Laribacter,5-Hydroxykynurenamine,2.126944e-05
Laribacter,Indole-3-acetate,7.848839e-02
Laribacter,Tryptamine,2.186001e-05
Lascolabacillus,Serotonin,2.144832e-05
Lascolabacillus,L-Formylkynurenine,1.833545e-05
Lascolabacillus,L-Kynurenine,1.903914e-05
Lascolabacillus,3-Hydroxyanthranilate,1.993552e-05
Lascolabacillus,Anthranilate,3.205807e-05
Lascolabacillus,Indole-3-acetaldehyde,7.423324e-01
Lascolabacillus,Melatonin,1.126046e-05
Lascolabacillus,5-Hydroxykynurenamine,2.126944e-05
Lascolabacillus,Indole-3-acetate,5.231950e-01
Lascolabacillus,Tryptamine,2.186001e-05
Latilactobacillus,Serotonin,2.144784e-05
Latilactobacillus,L-Formylkynurenine,1.833523e-05
Latilactobacillus,L-Kynurenine,1.903883e-05
Latilactobacillus,3-Hydroxyanthranilate,1.993511e-05
Latilactobacillus,Anthranilate,3.205516e-05
Latilactobacillus,Indole-3-acetaldehyde,4.436974e-01
Latilactobacillus,Melatonin,1.126084e-05
Latilactobacillus,5-Hydroxykynurenamine,2.126898e-05
Latilactobacillus,Indole-3-acetate,6.519629e-02
Latilactobacillus,Tryptamine,2.185949e-05
Lautropia,Serotonin,2.144832e-05
Lautropia,L-Formylkynurenine,1.833545e-05
Lautropia,L-Kynurenine,1.903914e-05
Lautropia,3-Hydroxyanthranilate,1.993552e-05
Lautropia,Anthranilate,3.205807e-05
Lautropia,Indole-3-acetaldehyde,1.686427e-01
Lautropia,Melatonin,1.126046e-05
Lautropia,5-Hydroxykynurenamine,2.126944e-05
Lautropia,Indole-3-acetate,7.848839e-02
Lautropia,Tryptamine,2.186001e-05
Lawsonella,Serotonin,2.601235e-05
Lawsonella,L-Formylkynurenine,1.947033e-05
Lawsonella,L-Kynurenine,2.010548e-05
Lawsonella,3-Hydroxyanthranilate,2.121060e-05
Lawsonella,Anthranilate,3.211952e-05
Lawsonella,Indole-3-acetaldehyde,7.048002e-01
Lawsonella,Melatonin,1.128614e-05
